date,sku,quantity,revenue,platform
2025-06-14,SKU-040,3,152,Amazon
2025-08-27,SKU-007,3,123,Temu
2025-11-24,SKU-036,5,105,eBay
2026-04-27,SKU-022,1,164,Shopify
2025-05-19,SKU-023,5,759,Temu
2026-01-27,SKU-050,5,71,Shopify
2026-01-10,SKU-035,4,109,Temu
2026-02-12,SKU-056,4,178,Shopify
2026-02-23,SKU-037,5,219,Walmart
2026-05-07,SKU-034,3,351,Temu
2025-06-19,SKU-053,5,1048,Amazon
2025-09-12,SKU-042,1,66,eBay
2025-08-25,SKU-039,5,143,eBay
2025-07-07,SKU-040,5,184,Walmart
2025-08-24,SKU-004,3,299,Temu
2025-09-15,SKU-001,3,201,eBay
2025-09-11,SKU-004,3,285,Shopify
2026-03-17,SKU-054,4,947,Shopify
2026-02-07,SKU-041,2,58,Shopify
2025-10-04,SKU-024,2,710,eBay
2026-04-12,SKU-001,5,150,eBay
2026-02-17,SKU-005,3,432,eBay
2025-11-08,SKU-052,1,114,Walmart
2026-01-27,SKU-025,1,558,Shopify
2025-10-23,SKU-047,1,234,Amazon
2025-06-11,SKU-051,1,62,Amazon
2026-03-04,SKU-005,2,396,Amazon
2026-03-11,SKU-032,2,114,eBay
2026-03-21,SKU-045,4,540,Shopify
2025-07-01,SKU-043,2,45,Shopify
2025-07-28,SKU-023,4,831,Walmart
2025-09-26,SKU-021,2,134,Amazon
2025-11-18,SKU-012,5,284,Shopify
2026-01-28,SKU-019,5,184,Amazon
2025-06-14,SKU-014,3,541,Amazon
2025-07-15,SKU-056,1,187,Shopify
2025-06-07,SKU-024,5,904,Walmart
2025-07-16,SKU-019,3,224,Temu
2025-10-14,SKU-021,3,132,Temu
2025-07-20,SKU-004,5,301,eBay
2025-11-15,SKU-057,2,428,Amazon
2025-10-03,SKU-004,2,374,eBay
2025-08-23,SKU-055,2,151,eBay
2025-10-29,SKU-039,3,114,Amazon
2025-06-27,SKU-041,3,53,Amazon
2026-04-18,SKU-005,3,443,Shopify
2026-01-19,SKU-044,5,43,Walmart
2025-09-16,SKU-044,5,49,Walmart
2026-01-02,SKU-044,3,56,Temu
2025-07-01,SKU-010,3,109,Walmart
2025-09-28,SKU-005,4,453,Temu
2026-01-05,SKU-032,1,80,Amazon
2026-02-25,SKU-042,4,73,Walmart
2025-06-23,SKU-034,2,241,Temu
2026-02-09,SKU-023,1,829,eBay
2025-08-14,SKU-002,2,246,Shopify
2025-09-01,SKU-058,5,490,eBay
2025-11-22,SKU-032,4,92,Temu
2026-04-13,SKU-012,1,197,Temu
2025-08-06,SKU-007,3,114,eBay
2025-09-07,SKU-049,3,76,Temu
2025-10-02,SKU-037,3,247,eBay
2025-08-02,SKU-059,1,138,eBay
2026-02-03,SKU-026,3,476,Temu
2025-11-28,SKU-052,4,95,Walmart
2025-12-13,SKU-001,5,254,Walmart
2025-12-12,SKU-055,5,186,Walmart
2025-06-07,SKU-056,3,115,Amazon
2025-05-30,SKU-040,1,148,Shopify
2025-10-14,SKU-002,2,140,eBay
2026-01-06,SKU-015,4,728,Shopify
2026-03-19,SKU-036,3,131,eBay
2025-08-09,SKU-017,1,249,Shopify
2025-05-16,SKU-008,4,82,Shopify
2025-08-21,SKU-040,5,127,Amazon
2026-05-01,SKU-006,2,414,Temu
2025-06-12,SKU-054,1,1018,eBay
2026-04-30,SKU-002,5,187,eBay
2025-11-13,SKU-020,4,192,Walmart
2026-02-04,SKU-054,3,1149,eBay
2025-07-22,SKU-058,3,600,Amazon
2026-02-13,SKU-048,4,184,eBay
2025-11-01,SKU-007,1,77,Temu
2025-09-30,SKU-019,5,157,Temu
2025-06-29,SKU-032,4,74,Amazon
2025-12-28,SKU-024,1,569,Walmart
2025-08-31,SKU-057,3,411,Shopify
2025-09-11,SKU-017,2,227,Amazon
2025-07-17,SKU-017,4,197,Shopify
2026-02-19,SKU-009,5,146,Temu
2025-06-22,SKU-037,5,252,Amazon
2025-10-10,SKU-026,4,657,eBay
2025-12-03,SKU-046,5,559,eBay
2025-12-09,SKU-019,3,170,Shopify
2025-10-01,SKU-022,2,108,Amazon
2025-06-21,SKU-051,3,66,Shopify
2025-08-22,SKU-043,5,41,eBay
2026-02-27,SKU-010,4,148,Amazon
2025-07-15,SKU-008,2,105,Shopify
2025-10-08,SKU-055,4,150,Temu
2025-12-11,SKU-023,3,661,Walmart
2025-08-27,SKU-030,4,210,Amazon
2026-01-30,SKU-001,5,159,Walmart
2026-03-18,SKU-048,3,198,Walmart
2026-05-13,SKU-009,4,137,Temu
2025-08-31,SKU-004,3,224,Temu
2026-03-09,SKU-004,2,351,eBay
2026-02-16,SKU-044,5,40,Temu
2025-08-11,SKU-034,2,364,eBay
2025-06-04,SKU-002,1,195,Temu
2026-04-27,SKU-030,1,209,eBay
2026-02-13,SKU-002,5,252,eBay
2025-11-22,SKU-057,5,591,eBay
2025-05-29,SKU-053,5,880,eBay
2025-10-30,SKU-028,4,80,Walmart
2026-01-14,SKU-036,3,85,Walmart
2025-10-07,SKU-046,2,708,Shopify
2026-04-04,SKU-027,3,77,Walmart
2025-06-30,SKU-033,4,335,Temu
2026-05-05,SKU-001,2,253,Temu
2025-10-21,SKU-050,4,85,Shopify
2026-03-12,SKU-008,5,98,Temu
2026-04-30,SKU-045,5,503,Temu
2025-07-03,SKU-012,5,272,Temu
2026-03-25,SKU-036,5,136,Walmart
2025-09-09,SKU-030,1,208,Temu
2025-09-25,SKU-021,3,119,eBay
2025-09-16,SKU-019,1,189,Walmart
2025-12-05,SKU-060,1,143,eBay
2026-03-27,SKU-053,5,1124,Shopify
2025-09-30,SKU-047,1,274,eBay
2025-09-08,SKU-034,3,238,Amazon
2025-06-10,SKU-029,1,134,Shopify
2026-05-10,SKU-032,2,71,Temu
2025-08-05,SKU-049,3,66,Shopify
2025-05-22,SKU-040,1,140,Shopify
2025-09-04,SKU-051,5,76,Shopify
2025-10-06,SKU-027,3,94,eBay
2025-07-23,SKU-027,5,68,Amazon
2025-10-27,SKU-025,2,486,Walmart
2026-01-22,SKU-042,3,51,Temu
2025-05-17,SKU-051,2,74,Temu
2025-12-09,SKU-030,1,226,Shopify
2025-06-12,SKU-005,1,246,eBay
2026-03-17,SKU-058,3,646,Walmart
2026-02-20,SKU-005,5,435,Amazon
2025-11-07,SKU-047,2,288,Temu
2026-05-05,SKU-037,3,160,Temu
2026-04-28,SKU-050,5,65,Walmart
2025-08-22,SKU-057,1,382,Walmart
2025-06-20,SKU-001,5,157,Temu
2025-07-27,SKU-047,2,219,Walmart
2025-09-19,SKU-045,1,650,Walmart
2025-09-11,SKU-055,2,157,Shopify
2026-03-01,SKU-003,3,304,Shopify
2025-09-23,SKU-010,2,84,Temu
2025-09-02,SKU-012,1,267,eBay
2025-07-25,SKU-008,3,111,Shopify
2026-01-08,SKU-053,2,1008,Amazon
2025-11-07,SKU-030,2,182,Walmart
2025-09-28,SKU-041,4,44,Shopify
2025-09-20,SKU-051,5,95,Walmart
2025-08-05,SKU-019,1,228,Temu
2025-09-18,SKU-010,4,108,eBay
2025-12-02,SKU-049,4,88,eBay
2025-08-24,SKU-009,2,145,eBay
2025-07-03,SKU-009,2,110,Temu
2025-07-05,SKU-006,4,322,Walmart
2026-03-18,SKU-015,5,810,Temu
2025-10-21,SKU-039,2,131,eBay
2026-03-23,SKU-034,3,261,Walmart
2026-04-26,SKU-046,5,528,Temu
2026-04-01,SKU-039,1,183,eBay
2025-06-08,SKU-006,3,258,Amazon
2026-04-26,SKU-043,1,41,Walmart
2025-12-07,SKU-040,4,154,Walmart
2025-05-16,SKU-041,4,68,Shopify
2026-03-27,SKU-012,4,310,Shopify
2026-05-09,SKU-044,3,54,Shopify
2025-08-21,SKU-019,1,246,Temu
2025-05-17,SKU-004,5,322,Temu
2026-02-18,SKU-014,4,357,eBay
2026-01-21,SKU-001,3,214,Shopify
2025-12-28,SKU-040,5,188,Temu
2025-05-21,SKU-007,5,123,Shopify
2026-04-06,SKU-033,2,218,Walmart
2026-03-20,SKU-035,5,78,Walmart
2025-06-11,SKU-020,5,168,Walmart
2025-10-26,SKU-011,2,253,Temu
2025-11-12,SKU-039,4,161,Amazon
2026-01-18,SKU-056,3,198,Amazon
2025-09-08,SKU-037,5,253,Walmart
2025-09-02,SKU-007,4,98,Walmart
2025-05-27,SKU-051,4,94,Shopify
2025-12-03,SKU-054,4,812,Shopify
2025-08-26,SKU-031,2,79,Temu
2026-03-26,SKU-009,1,88,Shopify
2025-12-28,SKU-008,4,79,Shopify
2025-10-06,SKU-046,5,491,Walmart
2026-01-01,SKU-004,3,278,Shopify
2025-12-12,SKU-056,5,203,Amazon
2026-05-12,SKU-054,5,664,eBay
2025-09-03,SKU-008,1,85,eBay
2025-12-25,SKU-035,1,123,Amazon
2026-04-18,SKU-022,1,114,Temu
2025-12-07,SKU-010,5,95,Walmart
2025-07-28,SKU-060,5,156,Walmart
2025-07-02,SKU-049,5,85,Walmart
2025-08-15,SKU-019,3,208,Walmart
2026-04-27,SKU-040,2,152,Walmart
2025-10-16,SKU-011,3,319,Shopify
2026-04-09,SKU-037,2,212,eBay
2025-12-13,SKU-044,4,58,Shopify
2025-12-30,SKU-033,1,375,Walmart
2025-08-17,SKU-038,2,242,Walmart
2025-07-18,SKU-004,4,275,Temu
2025-09-28,SKU-049,5,66,Amazon
2025-06-09,SKU-045,4,438,Shopify
2025-06-21,SKU-043,5,37,Walmart
2025-08-29,SKU-033,1,374,Temu
2025-10-20,SKU-038,4,199,Walmart
2026-04-02,SKU-011,1,195,Amazon
2026-02-25,SKU-006,2,256,eBay
2026-05-07,SKU-034,3,350,Temu
2025-08-09,SKU-052,1,115,Amazon
2025-05-17,SKU-001,4,199,Temu
2026-01-02,SKU-030,2,232,Temu
2025-08-19,SKU-018,5,246,eBay
2026-01-24,SKU-018,4,202,Walmart
2026-03-06,SKU-039,2,118,Temu
2025-12-26,SKU-028,1,102,Temu
2026-05-14,SKU-035,3,83,Shopify
2026-01-09,SKU-036,3,100,eBay
2026-03-05,SKU-026,2,757,eBay
2025-06-24,SKU-049,1,73,Shopify
2025-07-26,SKU-040,2,105,eBay
2025-06-09,SKU-052,2,92,Amazon
2025-09-16,SKU-053,3,845,Shopify
2025-08-31,SKU-006,2,304,Walmart
2025-11-14,SKU-022,3,105,Amazon
2026-02-24,SKU-010,1,137,Temu
2025-11-07,SKU-005,2,333,Amazon
2025-10-22,SKU-034,2,274,Shopify
2026-03-13,SKU-034,1,281,Shopify
2026-02-02,SKU-014,3,424,Shopify
2026-01-16,SKU-035,1,128,Shopify
2026-04-24,SKU-046,1,445,eBay
2025-09-28,SKU-048,3,196,eBay
2026-04-05,SKU-017,5,221,Shopify
2025-05-25,SKU-002,3,163,eBay
2025-09-02,SKU-042,3,66,Amazon
2025-08-28,SKU-031,2,91,Amazon
2025-09-01,SKU-039,5,166,Walmart
2025-11-02,SKU-013,2,575,eBay
2026-05-12,SKU-010,1,95,Shopify
2025-10-02,SKU-058,5,492,Amazon
2025-06-04,SKU-050,2,72,Temu
2025-08-29,SKU-041,4,74,Walmart
2026-01-25,SKU-032,4,69,Shopify
2025-07-30,SKU-003,4,325,Walmart
2025-07-16,SKU-005,3,412,eBay
2025-09-24,SKU-029,3,210,Walmart
2025-12-26,SKU-045,3,776,eBay
2025-05-29,SKU-014,4,541,Walmart
2026-01-12,SKU-020,4,190,Walmart
2026-01-30,SKU-041,5,54,Amazon
2025-07-05,SKU-032,1,77,eBay
2025-12-17,SKU-031,2,79,Walmart
2026-01-21,SKU-026,4,704,Temu
2026-03-18,SKU-040,2,140,Walmart
2025-12-30,SKU-043,5,38,Amazon
2026-03-06,SKU-026,5,761,Amazon
2026-03-11,SKU-011,4,231,Shopify
2026-02-01,SKU-022,4,187,Walmart
2025-09-03,SKU-037,2,190,eBay
2025-08-04,SKU-021,5,184,eBay
2025-05-25,SKU-042,3,73,Shopify
2026-03-04,SKU-021,5,115,eBay
2026-03-10,SKU-009,4,93,Shopify
2025-08-10,SKU-060,4,97,Temu
2025-09-28,SKU-009,5,130,eBay
2025-07-05,SKU-012,3,246,Amazon
2026-01-04,SKU-057,4,589,eBay
2025-11-19,SKU-056,1,195,Amazon
2025-09-22,SKU-029,2,164,Shopify
2026-03-05,SKU-015,3,761,Temu
2026-01-22,SKU-004,1,237,Amazon
2026-03-28,SKU-042,1,50,Amazon
2025-08-21,SKU-007,5,107,Amazon
2025-11-02,SKU-045,5,618,Amazon
2026-04-18,SKU-039,1,180,Temu
2025-11-07,SKU-043,2,53,Amazon
2025-07-30,SKU-014,5,471,Temu
2025-09-02,SKU-014,5,492,Temu
2026-04-27,SKU-040,3,151,Shopify
2025-11-26,SKU-002,2,170,Amazon
2026-01-12,SKU-017,1,273,Walmart
2025-08-06,SKU-020,2,237,eBay
2025-07-25,SKU-017,1,194,Amazon
2025-10-13,SKU-051,3,73,Temu
2026-04-28,SKU-010,4,139,Amazon
2026-03-06,SKU-021,2,142,Walmart
2026-02-19,SKU-018,1,214,Amazon
2026-01-04,SKU-058,4,496,Temu
2025-10-26,SKU-038,4,220,eBay
2026-02-22,SKU-059,2,102,Walmart
2025-08-22,SKU-054,4,826,eBay
2026-03-03,SKU-026,4,453,eBay
2025-06-04,SKU-004,3,333,Temu
2025-07-07,SKU-050,5,58,Shopify
2025-08-21,SKU-016,3,866,Walmart
2026-02-07,SKU-027,1,98,Shopify
2026-02-07,SKU-011,2,230,Temu
2026-01-15,SKU-020,2,203,Temu
2026-02-01,SKU-041,3,48,Temu
2026-04-23,SKU-050,3,76,Walmart
2026-01-19,SKU-018,3,194,Shopify
2026-03-17,SKU-060,2,111,Amazon
2026-04-25,SKU-013,1,378,Walmart
2025-06-17,SKU-057,1,357,Temu
2025-12-31,SKU-043,5,56,Walmart
2025-07-18,SKU-033,5,265,Amazon
2025-09-15,SKU-059,2,106,eBay
2025-12-26,SKU-047,4,270,Walmart
2025-12-15,SKU-021,5,113,Temu
2026-03-17,SKU-051,4,74,Walmart
2026-04-20,SKU-016,3,1170,Walmart
2025-06-02,SKU-024,4,806,Shopify
2025-08-09,SKU-006,3,422,Temu
2025-07-31,SKU-012,1,326,Temu
2026-03-09,SKU-058,1,478,Shopify
2025-07-09,SKU-043,2,59,eBay
2025-07-17,SKU-048,2,207,Amazon
2025-05-19,SKU-052,3,68,Amazon
2026-05-13,SKU-007,3,86,eBay
2026-04-23,SKU-052,1,67,Temu
2026-05-14,SKU-029,1,225,Shopify
2025-11-06,SKU-048,4,302,Temu
2026-03-29,SKU-041,1,71,Shopify
2025-07-05,SKU-038,5,143,eBay
2025-12-18,SKU-002,5,178,Shopify
2026-03-24,SKU-043,2,60,Shopify
2025-11-13,SKU-027,4,98,eBay
2025-08-30,SKU-035,5,96,Amazon
2026-03-04,SKU-048,4,215,Temu
2026-02-27,SKU-026,3,514,Temu
2025-10-13,SKU-007,3,78,eBay
2025-07-04,SKU-016,4,747,Shopify
2025-10-09,SKU-010,2,124,Shopify
2026-02-15,SKU-033,4,349,Temu
2025-07-09,SKU-039,4,159,Shopify
2025-09-13,SKU-047,1,292,Shopify
2026-04-12,SKU-051,3,98,Temu
2025-12-15,SKU-043,5,39,Shopify
2026-02-15,SKU-042,3,51,Temu
2025-10-23,SKU-020,4,200,eBay
2025-08-11,SKU-030,1,176,Amazon
2025-07-31,SKU-032,3,105,Temu
2026-03-15,SKU-046,2,774,Temu
2026-04-22,SKU-021,1,177,Shopify
2026-02-10,SKU-056,3,203,Amazon
2026-02-26,SKU-036,1,127,Shopify
2026-03-17,SKU-004,5,350,Walmart
2025-06-22,SKU-009,3,139,Walmart
2025-07-16,SKU-016,1,1176,Walmart
2025-06-22,SKU-029,4,159,Walmart
2025-06-06,SKU-050,5,78,Temu
2026-02-02,SKU-022,4,155,Temu
2025-11-04,SKU-052,1,104,Walmart
2026-01-23,SKU-018,1,206,eBay
2026-04-26,SKU-030,4,202,Temu
2026-01-24,SKU-020,3,176,Shopify
2026-04-06,SKU-043,2,51,Walmart
2026-01-07,SKU-042,3,73,Amazon
2026-04-08,SKU-012,4,278,Temu
2026-03-25,SKU-053,2,1168,Walmart
2025-05-19,SKU-023,3,587,Walmart
2026-01-19,SKU-044,2,44,Shopify
2026-01-26,SKU-018,2,253,Amazon
2026-03-16,SKU-027,1,90,Temu
2025-08-11,SKU-051,4,74,Amazon
2025-07-13,SKU-004,4,341,Shopify
2026-05-05,SKU-008,2,118,Walmart
2026-05-13,SKU-053,4,980,Temu
2026-03-19,SKU-047,2,321,Temu
2025-09-02,SKU-041,3,67,eBay
2025-08-08,SKU-012,1,348,Amazon
2026-02-08,SKU-014,2,368,Temu
2026-03-28,SKU-019,1,188,Temu
2026-03-26,SKU-015,4,787,Walmart
2025-08-20,SKU-057,3,356,Walmart
2025-05-25,SKU-025,4,604,Amazon
2025-06-03,SKU-004,1,282,Shopify
2025-08-14,SKU-034,5,313,eBay
2025-12-07,SKU-007,2,89,Walmart
2025-07-27,SKU-012,3,282,Amazon
2025-10-02,SKU-041,3,75,Shopify
2026-01-23,SKU-030,5,226,Walmart
2025-08-22,SKU-005,4,426,Amazon
2025-12-20,SKU-049,2,52,Amazon
2025-11-27,SKU-035,3,123,Amazon
2025-07-20,SKU-004,1,252,Temu
2025-11-07,SKU-053,5,715,eBay
2025-06-15,SKU-053,3,1082,eBay
2025-12-18,SKU-032,4,85,Shopify
2025-12-11,SKU-031,4,83,Temu
2025-06-01,SKU-026,5,477,Temu
2026-01-27,SKU-035,1,83,Shopify
2025-06-02,SKU-041,2,66,Walmart
2026-01-10,SKU-041,2,64,eBay
2025-11-02,SKU-049,2,54,Shopify
2026-05-13,SKU-031,2,109,eBay
2025-06-01,SKU-038,4,185,eBay
2025-05-28,SKU-001,5,174,Shopify
2026-01-16,SKU-016,4,805,Amazon
2026-04-06,SKU-029,5,204,eBay
2025-10-11,SKU-020,5,226,Amazon
2025-08-26,SKU-009,4,153,Amazon
2025-06-08,SKU-019,1,175,Walmart
2025-10-13,SKU-040,2,188,Amazon
2025-10-04,SKU-013,1,395,Walmart
2025-10-27,SKU-027,5,91,Walmart
2026-03-27,SKU-022,2,135,Walmart
2025-08-05,SKU-018,4,243,Shopify
2026-05-14,SKU-050,2,74,Walmart
2025-06-11,SKU-043,3,35,Shopify
2025-10-28,SKU-021,4,116,Walmart
2025-05-18,SKU-046,1,750,Amazon
2025-09-26,SKU-038,4,213,Amazon
2026-01-28,SKU-029,4,232,Shopify
2026-01-17,SKU-034,1,257,Amazon
2025-12-14,SKU-058,1,616,Temu
2025-08-22,SKU-039,4,154,Shopify
2025-11-14,SKU-024,4,713,Walmart
2025-06-03,SKU-029,2,232,eBay
2025-12-18,SKU-032,2,112,Walmart
2025-09-21,SKU-023,5,551,Shopify
2025-11-23,SKU-009,1,119,Walmart
2026-02-23,SKU-036,2,123,Temu
2025-12-06,SKU-057,1,623,Walmart
2025-09-17,SKU-014,4,371,Shopify
2025-09-14,SKU-031,1,67,Shopify
2026-05-10,SKU-013,1,445,Shopify
2025-08-31,SKU-002,3,157,Shopify
2025-10-11,SKU-012,5,223,Amazon
2025-08-19,SKU-007,2,115,Walmart
2026-03-03,SKU-006,5,452,Walmart
2025-08-02,SKU-010,5,107,eBay
2026-05-01,SKU-006,3,433,eBay
2025-10-05,SKU-034,3,376,Shopify
2026-03-14,SKU-044,4,50,Walmart
2025-09-03,SKU-012,1,211,eBay
2026-04-01,SKU-021,5,177,Temu
2025-11-12,SKU-032,4,102,eBay
2025-07-23,SKU-032,2,100,Temu
2026-03-12,SKU-044,4,40,Temu
2026-01-16,SKU-035,4,87,Shopify
2026-02-13,SKU-014,4,548,Shopify
2026-04-22,SKU-007,5,76,Walmart
2025-12-10,SKU-053,1,1073,Walmart
2026-02-04,SKU-018,2,285,Shopify
2025-10-11,SKU-056,1,112,Temu
2025-08-08,SKU-020,1,160,Walmart
2026-04-26,SKU-006,5,441,Amazon
2025-10-08,SKU-025,3,486,Walmart
2025-06-28,SKU-030,1,223,Temu
2025-12-03,SKU-043,4,38,Shopify
2026-04-11,SKU-060,5,142,Shopify
2026-03-21,SKU-048,4,268,Shopify
2025-11-15,SKU-032,5,83,Walmart
2025-07-18,SKU-016,4,886,eBay
2025-11-20,SKU-035,4,133,eBay
2025-06-23,SKU-017,4,211,Walmart
2025-06-13,SKU-046,1,722,Walmart
2025-11-04,SKU-045,3,455,Amazon
2026-02-08,SKU-020,2,151,eBay
2026-01-10,SKU-042,2,70,Walmart
2026-05-01,SKU-029,3,200,Walmart
2026-01-06,SKU-008,5,80,Temu
2026-05-10,SKU-044,1,57,Shopify
2025-07-05,SKU-031,4,94,eBay
2025-09-15,SKU-030,2,202,Amazon
2025-05-29,SKU-046,1,492,Amazon
2025-08-18,SKU-009,1,115,Shopify
2026-02-03,SKU-058,5,539,Amazon
2025-11-26,SKU-060,4,99,Amazon
2026-05-13,SKU-058,5,375,Shopify
2025-06-16,SKU-011,5,268,Amazon
2026-04-27,SKU-043,2,47,Shopify
2025-12-14,SKU-002,1,222,Amazon
2025-06-02,SKU-038,4,205,Walmart
2025-08-06,SKU-044,4,44,Shopify
2026-03-07,SKU-026,2,606,eBay
2025-05-25,SKU-031,1,103,Temu
2025-06-08,SKU-054,1,1111,Walmart
2025-07-18,SKU-017,4,236,Temu
2026-02-20,SKU-043,2,60,Walmart
2026-05-07,SKU-005,3,395,Temu
2025-06-20,SKU-057,3,364,eBay
2025-11-13,SKU-036,5,112,Temu
2025-12-22,SKU-017,5,162,Shopify
2026-02-05,SKU-037,3,143,Temu
2025-07-25,SKU-055,5,203,Amazon
2025-08-07,SKU-052,5,63,Amazon
2025-11-22,SKU-019,5,212,Shopify
2025-10-27,SKU-047,4,223,Shopify
2025-07-12,SKU-055,5,115,Shopify
2025-08-01,SKU-045,5,457,Amazon
2025-10-05,SKU-049,3,61,Shopify
2026-01-28,SKU-017,3,272,Amazon
2025-12-22,SKU-017,4,187,eBay
2026-05-12,SKU-044,3,38,Shopify
2026-03-14,SKU-055,3,116,Shopify
2025-12-24,SKU-043,4,58,Walmart
2025-11-16,SKU-016,1,717,Amazon
2025-09-22,SKU-058,4,552,Walmart
2026-02-15,SKU-060,1,138,Temu
2025-12-07,SKU-030,3,154,eBay
2025-06-14,SKU-026,3,720,Shopify
2025-11-09,SKU-027,5,107,Temu
2025-08-06,SKU-059,2,135,Temu
2026-03-09,SKU-053,5,821,eBay
2025-11-15,SKU-058,3,467,Walmart
2025-09-26,SKU-032,3,106,Walmart
2026-01-13,SKU-050,4,74,Amazon
2025-11-23,SKU-016,3,764,Shopify
2025-12-13,SKU-049,1,68,Walmart
2025-08-08,SKU-025,4,621,eBay
2026-01-11,SKU-018,2,168,Walmart
2025-09-02,SKU-021,5,153,Shopify
2026-01-15,SKU-041,4,45,Walmart
2026-04-04,SKU-023,3,676,Amazon
2025-09-25,SKU-003,2,351,Shopify
2026-02-11,SKU-060,1,161,Temu
2026-03-27,SKU-059,5,116,eBay
2025-09-06,SKU-001,4,156,Temu
2026-05-07,SKU-053,4,726,eBay
2025-07-10,SKU-026,5,685,eBay
2025-06-08,SKU-025,3,711,eBay
2025-11-05,SKU-016,2,925,Amazon
2026-03-23,SKU-048,1,230,eBay
2025-07-01,SKU-035,4,114,Shopify
2025-08-21,SKU-016,4,1183,Amazon
2025-08-07,SKU-016,5,713,Amazon
2025-12-23,SKU-054,3,960,Shopify
2025-07-14,SKU-059,4,100,Shopify
2025-07-15,SKU-023,5,841,Amazon
2025-07-22,SKU-037,3,218,Amazon
2025-12-14,SKU-033,1,389,Shopify
2025-06-25,SKU-037,3,203,eBay
2025-08-16,SKU-023,5,789,Amazon
2025-12-09,SKU-058,2,531,Shopify
2026-02-05,SKU-018,3,249,Temu
2026-01-19,SKU-041,3,58,eBay
2025-06-30,SKU-021,2,135,eBay
2025-09-18,SKU-007,2,114,eBay
2025-07-28,SKU-002,3,162,Temu
2025-08-30,SKU-031,3,72,eBay
2025-10-05,SKU-035,5,109,Shopify
2026-02-03,SKU-045,1,554,Temu
2026-03-20,SKU-059,1,101,Walmart
2025-07-16,SKU-055,1,154,Temu
2025-09-22,SKU-040,1,128,Walmart
2025-11-17,SKU-044,5,51,Amazon
2025-05-26,SKU-015,5,1019,eBay
2025-08-13,SKU-044,5,36,Amazon
2025-11-10,SKU-040,2,163,Temu
2025-10-11,SKU-029,3,202,eBay
2025-12-28,SKU-025,4,771,Amazon
2026-01-22,SKU-051,1,109,Amazon
2026-04-12,SKU-034,4,296,Temu
2025-11-17,SKU-001,2,221,eBay
2025-09-26,SKU-017,1,295,Walmart
2025-08-29,SKU-036,2,111,Amazon
2025-07-25,SKU-050,1,60,Amazon
2026-04-16,SKU-007,5,92,Shopify
2026-04-16,SKU-044,3,50,Walmart
2026-02-06,SKU-014,2,326,Walmart
2025-08-27,SKU-011,2,308,Walmart
2025-11-04,SKU-054,4,854,Temu
2026-01-07,SKU-056,1,143,Shopify
2026-03-02,SKU-005,5,364,eBay
2026-02-16,SKU-028,4,89,Amazon
2025-07-10,SKU-058,4,358,Walmart
2026-02-10,SKU-033,1,294,Shopify
2025-07-28,SKU-015,3,1089,Shopify
2025-07-13,SKU-041,5,61,Shopify
2025-10-02,SKU-020,3,167,Amazon
2025-06-28,SKU-010,4,88,eBay
2025-07-19,SKU-036,2,91,eBay
2025-12-03,SKU-042,1,76,Amazon
2025-05-17,SKU-028,2,116,Walmart
2025-09-15,SKU-038,5,235,Walmart
2025-07-06,SKU-052,1,94,Walmart
2025-08-25,SKU-003,1,290,Temu
2026-01-30,SKU-029,3,222,Amazon
2026-02-08,SKU-046,3,702,Amazon
2025-06-11,SKU-057,4,381,Amazon
2026-01-27,SKU-060,5,125,Shopify
2025-05-17,SKU-009,2,135,Walmart
2026-05-14,SKU-038,2,226,Walmart
2026-02-19,SKU-025,5,538,eBay
2026-01-23,SKU-016,3,828,Amazon
2026-02-07,SKU-014,2,344,Amazon
2025-09-11,SKU-026,3,481,Walmart
2025-06-15,SKU-027,1,66,Temu
2026-05-09,SKU-018,4,240,Shopify
2025-06-21,SKU-037,3,187,eBay
2025-10-10,SKU-044,3,58,Amazon
2025-10-11,SKU-053,4,683,Walmart
2025-12-15,SKU-020,5,238,eBay
2026-01-12,SKU-042,4,57,Amazon
2025-10-30,SKU-002,3,211,Temu
2025-09-26,SKU-054,5,1083,Temu
2025-09-12,SKU-060,2,145,eBay
2026-02-10,SKU-006,4,367,Amazon
2025-11-13,SKU-028,3,93,Amazon
2025-10-17,SKU-054,5,1139,Walmart
2025-08-16,SKU-047,4,279,eBay
2025-10-28,SKU-020,1,227,Temu
2026-05-10,SKU-030,1,132,eBay
2026-05-03,SKU-060,1,136,Shopify
2025-10-22,SKU-022,4,106,Walmart
2026-02-25,SKU-023,2,779,Walmart
2026-01-31,SKU-013,4,558,Shopify
2025-05-24,SKU-034,5,313,Shopify
2026-01-05,SKU-054,4,1004,Temu
2025-07-05,SKU-007,5,81,Walmart
2025-09-09,SKU-028,3,89,Amazon
2026-03-22,SKU-047,3,220,Walmart
2026-02-22,SKU-060,1,154,Shopify
2025-07-18,SKU-044,5,53,Amazon
2025-11-18,SKU-026,5,698,Shopify
2025-08-07,SKU-042,3,66,Amazon
2025-11-15,SKU-051,1,66,Amazon
2025-05-29,SKU-044,5,47,Amazon
2025-05-17,SKU-026,2,552,Walmart
2026-05-03,SKU-047,4,293,Temu
2025-10-24,SKU-037,5,148,Walmart
2025-11-15,SKU-022,3,137,Amazon
2026-02-04,SKU-016,2,1072,Temu
2025-10-02,SKU-034,3,347,Temu
2025-09-23,SKU-009,1,154,Amazon
2025-09-21,SKU-027,5,94,Walmart
2025-11-18,SKU-001,1,212,Walmart
2025-12-14,SKU-052,2,76,Temu
